support,itemsets
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Medium'})"
0.1668,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Medium'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1668,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1668,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.1668,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.1668,"frozenset({'steel_weight_theoretical, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2562,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab1_num_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3702,"frozenset({'grab1_num_fca_bin_Low', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3736,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3604,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1684,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3318,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2864,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.6254,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1758,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1674,"frozenset({'grab1_num_fca_bin_Low', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
